ac_code	description	item_group	base_uom
DL-OTR AQUA DREAM (K)	DUNLOP OTHOREST AQUA DREAM (183x190x25CM)	MATTRESS	UNIT
DL-OTR AQUA DREAM (Q)	DUNLOP OTHOREST AQUA DREAM (152x190x25CM)	MATTRESS	UNIT
DL-PERFECT POSTURE (K)	DUNLOP PERFECT POSTURE (183x190CM)	MATTRESS	UNIT
DL-PERFECT POSTURE (Q)	DUNLOP PERFECT POSTURE (152x190CM)	MATTRESS	UNIT
DL-PREFECT POSTURE (KD)	DUNLOP PREFECT POSTURE (K) DEMO	MATTRESS	UNIT
DL-PREFECT POSTURE (QD)	DUNLOP PREFECT POSTURE (Q) DEMO	MATTRESS	UNIT
DL-RELAX SLEEP LUXURY (K)	DUNLOP RELAX SLEEP LUXURTY (183x190x33CM)	MATTRESS	UNIT
DL-RELAX SLEEP LUXURY (Q)	DUNLOP RELAX SLEEP LUXURTY (152x190x33CM)	MATTRESS	UNIT
DL-RELAX SLEEP LUXURY (S)	DUNLOP RELAX SLEEP LUXURT (90x190x33CM)	MATTRESS	UNIT
DL-RELAX SLEEP LUXURY (SS)	DUNLOP RELAX SLEEP LUXURT (107x190x33CM)	MATTRESS	UNIT
DL-ROY IMP DUCHESS (K)	DUNLOP ROYAL IMP DUCHESS MAT (183x190x33CM)	MATTRESS	UNIT
DL-ROY IMP DUCHESS (Q)	DUNLOP ROYAL IMP DUCHESS MAT (152x190x33CM)	MATTRESS	UNIT
DL-ROYAL EXECUTIVE LUXE 2.0(K)	DUNLOP ROY EXECUTIVE LUXE 2.0 (183x190x36CM)	MATTRESS	UNIT
DL-ROYAL EXECUTIVE LUXE 2.0(Q)	DUNLOP ROY EXECUTIVE LUXE 2.0 (152x190x36CM)	MATTRESS	UNIT
DL-ROYAL EXECUTIVE LUXE2.0(SK)	DUNLOP ROY EXECUTIVE LUXE 2.0 (SUPER KING) (200X200X36CM)	MATTRESS	UNIT
DL-ROYAL FIRMTOURCH (Q)	DUNLOP ROYAL FIRMTOURCH (152x190x30CM)	MATTRESS	UNIT
DL-ROYAL IMPERIAL (K)	DUNLOP ROYAL IMPERIAL (183X190X36CM)	MATTRESS	UNIT
DL-ROYAL IMPERIAL (Q)	DUNLOP ROYAL IMPERIAL (152X190X36CM)	MATTRESS	UNIT
DL-SENSATION 2.0 (K)	DUNLOP OTHOREST BIOKINETIC SENSATION 2.0 (183x190x30CM)	MATTRESS	UNIT
DL-SENSATION 2.0 (S)	DUNLOP OTHOREST BIOKINETIC SENSATION 2.0 (90x190x30CM)	MATTRESS	UNIT
DL-SENSATION 2.0 (SK)	DUNLOP OTHOREST BIOKINETIC SENSATION 2.0 (SUPER KING)	MATTRESS	UNIT
DL-SENSATION 2.0(Q)	DUNLOP OTHOREST BIOKINETIC SENSATION 2.0 (152x190x30CM)	MATTRESS	UNIT
DL-SENSATION 2.0(SS)	DUNLOP OTHOREST BIOKINETIC SENSATION 2.0 (107x190x30CM)	MATTRESS	UNIT
DL-SERENE LATEX PILLOW	DUNLOP SERENE LATEX PILLOW	ACC	UNIT
DL-SERENITY LTX PIL	DUNLOP SERENITY LATEX PILLOW	ACC	UNIT
DL-SIGTWG OINNACLE (KD)	DUNLOP SIGTWG OINNACLE (K) DMEO	MATTRESS	UNIT
DL-SIGTWG OINNACLE (QD)	DUNLOP SIGTWG OINNACLE (Q) DMEO	MATTRESS	UNIT
DL-SIGTWG PINNACLE (K)	DUNLOP SIG TWG PINNACLE (183x190x41CM)	MATTRESS	UNIT
DL-SIGTWG PINNACLE (Q)	DUNLOP SIG TWG PINNACLE (152x190x41CM)	MATTRESS	UNIT
DL-SILVERPRO ORTHO RELAXER (Q)	DUNLOP OTHOREST SILVERPRO ORTHO RELAXER (152x190CM)	MATTRESS	UNIT
DL-SLEEP WELL PILLOW	DUNLOP SLEEP WELL PILLOW	ACC	UNIT
DL-TENCEL DREAM (K)	DUNLOP TENCEL DREAM (183x190x25CM)	MATTRESS	UNIT
DL-TENCEL DREAM (Q)	DUNLOP TENCEL DREAM (152x190x25CM)	MATTRESS	UNIT
DL-TENCEL DREAM (S)	DUNLOP TENCEL DREAM (91x190x25CM)	MATTRESS	UNIT
DL-TENCEL DREAM (SK)	DUNLOP TENCEL DREAM (SUPER KING) (200x200x25CM)	MATTRESS	UNIT
DL-TENCEL DREAM (SS)	DUNLOP TENCEL DREAM (107x190x25CM)	MATTRESS	UNIT
DL-TENCEL SENSACTION 2.0 (K)	DUNLOP ORT TENCEL SENSACTION 2.0  (183x190x30CM)	MATTRESS	UNIT
DL-TENCEL SENSACTION 2.0 (Q)	DUNLOP ORT TENCEL SENSACTION 2.0  (152x190x30CM)	MATTRESS	UNIT
DL-WHITE BOLSTER	DUNLOP WHITE BOLSTER	ACC	UNIT
DL-WHITE PILLOW	DUNLOP WHITE CLOUD PILLOW	ACC	UNIT
DL-WHITE PILLOW (DEMO)	DUNLOP WHITE CLOULD PILLOW (DEMO)	ACC	UNIT
DSL-8021 SOFA	DSL SOFA - 8021	SOFA	SET
DSL-8030 SOFA	DSL SOFA - 8030	SOFA	SET
DSL-8038 SOFA	DSL SOFA - 8038	SOFA	SET
DSL-8039 SOFA	DSL SOFA - 8039	SOFA	SET
DSL-8050 SOFA	DSL SOFA - 8050	SOFA	SET
DSL-8051 SOFA	DSL SOFA - 8051	SOFA	SET
DSL-8058 SOFA	DSL SOFA - 8058	SOFA	SET
DSL-8060 SOFA	DSL SOFA - 8060	SOFA	SET
DSL8060-1A(LHF)	DSL8060-1A(LHF)	OTHER	UNIT
DSL8060-2A(RHF)	DSL8060-2A(RHF)	OTHER	UNIT
DSL-8069 SOFA	DSL SOFA - 8069	SOFA	SET
DSL-8501 SOFA	DSL SOFA - 8501	SOFA	SET
DSL-9028 SOFA	DSL SOFA - 9028	SOFA	SET
DSL-9058 SOFA	DSL SOFA - 9058	SOFA	SET
DSL-LONG PILLOW	DSL-LONG PILLOW (12"X28")	SOFA	UNIT
DSL-SQUARE PILLOW	DSL- SQUARE PILLOW (16"X16") (CUSTOM)	SOFA	SET
DSL-STOOL 1	DSL-STOOL 1 (SGABELLO)	SOFA	UNIT
EG-CLOUDREST MATT (K)	ERGOTEX CLOUDREST MATTRESS (183x190x40CM)	MATTRESS	UNIT
EG-CLOUDREST MATT (Q)	ERGOTEX CLOUDREST MATTRESS (152x190x40CM)	MATTRESS	UNIT
EG-CLOUDREST MATT (S)	ERGOTEX CLOUDREST MATTRESS (91x190x40CM)	MATTRESS	UNIT
EG-CLOUDREST MATT (SK)	ERGOTEX CLOUDREST MATTRESS (200x200x40CM)	MATTRESS	UNIT
EG-CLOUDREST MATT (SP)	ERGOTEX CLOUDREST MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-CLOUDREST MATT (SS)	ERGOTEX CLOUDREST MATTRESS (107x190x40CM)	MATTRESS	UNIT
EG-CS BLANKET (Q)	ERGOTEX COOLSILK BLANKET (150x200CM)	ACC	UNIT
EG-CS BLANKET (SK)	ERGOTEX COOLSILK BLANKET (200x200CM)	ACC	UNIT
EG-ECOZONE-C MATT (K)	ERGOTEX ECOZONE-C MATTRESS (183x190x30CM)	MATTRESS	UNIT
EG-ECOZONE-C MATT (Q)	ERGOTEX ECOZONE-C MATTRESS (152x190x30CM)	MATTRESS	UNIT
EG-ECOZONE-C MATT (SP)	ERGOTEX ECOZONE-C MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-ECOZONE-S MATT (K)	ERGOTEX ECOZONE-S MATTRESS (183x190x30CM)	MATTRESS	UNIT
EG-ECOZONE-S MATT (Q)	ERGOTEX ECOZONE-S MATTRESS (152x190x30CM)	MATTRESS	UNIT
EG-ECOZONE-S MATT (SP)	ERGOTEX ECOZONE-S MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-ERGOLITE MATT (K)	ERGOTEX ERGOLITE MATTRESS (183x190x30CM)	MATTRESS	UNIT
EG-ERGOLITE MATT (Q)	ERGOTEX ERGOLITE MATTRESS (152x190x30CM)	MATTRESS	UNIT
EG-ERGOLITE MATT (S)	ERGOTEX ERGOLITE MATTRESS (91x190x30CM)	MATTRESS	UNIT
EG-ERGOLITE MATT (SK)	ERGOTEX ERGOLITE MATTRESS (200x200x30CM)	MATTRESS	UNIT
EG-ERGOLITE MATT (SP)	ERGOTEX ERGOLITE MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-ERGOLITE MATT (SS)	ERGOTEX ERGOLITE MATTRESS (107x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-C MATT (K)	ERGOTEX FLEXICARE-C MATTRESS (183x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-C MATT (Q)	ERGOTEX FLEXICARE-C MATTRESS (152x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-C MATT (S)	ERGOTEX FLEXICARE-C MATTRESS (91x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-C MATT (SK)	ERGOTEX FLEXICARE-C MATTRESS (200x200x30CM)	MATTRESS	UNIT
EG-FLEXICARE-C MATT (SP)	ERGOTEX FLEXICARE-C MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-FLEXICARE-C MATT (SS)	ERGOTEX FLEXICARE-C MATTRESS (107x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-S MATT (K)	ERGOTEX FLEXICARE-S MATTRESS (183x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-S MATT (Q)	ERGOTEX FLEXICARE-S MATTRESS (152x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-S MATT (S)	ERGOTEX FLEXICARE-S MATTRESS (91x190x30CM)	MATTRESS	UNIT
EG-FLEXICARE-S MATT (SK)	ERGOTEX FLEXICARE-S MATTRESS (200x200x30CM)	MATTRESS	UNIT
EG-FLEXICARE-S MATT (SP)	ERGOTEX FLEXICARE-S MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-FLEXICARE-S MATT (SS)	ERGOTEX FLEXICARE-S MATTRESS (107x190x30CM)	MATTRESS	UNIT
EG-FLEXMOTION-C MATT (K)	ERGOTEX FLEXMOTION-C MATTRESS (183x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-C MATT (Q)	ERGOTEX FLEXMOTION-C MATTRESS (152x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-C MATT (S)	ERGOTEX FLEXMOTION-C MATTRESS (91x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-C MATT (SP)	ERGOTEX FLEXMOTION-C MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-FLEXMOTION-C MATT (SS)	ERGOTEX FLEXMOTION-C MATTRESS (107x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-S MATT (K)	ERGOTEX FLEXMOTION-S MATTRESS (183x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-S MATT (Q)	ERGOTEX FLEXMOTION-S MATTRESS (152x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-S MATT (S)	ERGOTEX FLEXMOTION-S MATTRESS (91x190x27CM)	MATTRESS	UNIT
EG-FLEXMOTION-S MATT (SP)	ERGOTEX FLEXMOTION-S MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-FLEXMOTION-S MATT (SS)	ERGOTEX FLEXMOTION-S MATTRESS (107x190x27CM)	MATTRESS	UNIT
EG-ND LTX MATT TOPPER	ERGOTEX NORDIC LATEX MATTRESS TOPPER	ACC	UNIT
EG-PUREZONE-C MATT (K)	ERGOTEX PUREZONE-C MATTRESS (183x190x35CM)	MATTRESS	UNIT
EG-PUREZONE-C MATT (Q)	ERGOTEX PUREZONE-C MATTRESS (152x190x35CM)	MATTRESS	UNIT
EG-PUREZONE-C MATT (SK)	ERGOTEX PUREZONE-C MATTRESS (200CMx200CM)	MATTRESS	UNIT
EG-PUREZONE-C MATT (SP)	ERGOTEX PUREZONE-C MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-PUREZONE-S MATT (K)	ERGOTEX PUREZONE-S MATTRESS (183x190x35CM)	MATTRESS	UNIT
EG-PUREZONE-S MATT (Q)	ERGOTEX PUREZONE-S MATTRESS (152x190x35CM)	MATTRESS	UNIT
EG-PUREZONE-S MATT (SK)	ERGOTEX PUREZONE-S MATTRESS (200CMx200CM)	MATTRESS	UNIT
EG-PUREZONE-S MATT (SP)	ERGOTEX PUREZONE-S MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-SPINECARE-C MATT (K)	ERGOTEX SPINECARE-C MATTRESS (183x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-C MATT (Q)	ERGOTEX SPINECARE-C MATTRESS (152x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-C MATT (S)	ERGOTEX SPINECARE-C MATTRESS (91x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-C MATT (SK)	ERGOTEX SPINECARE-C MATTRESS (200x200x35CM)	MATTRESS	UNIT
EG-SPINECARE-C MATT (SP)	ERGOTEX SPINECARE-C MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-SPINECARE-C MATT (SS)	ERGOTEX SPINECARE-C MATTRESS (107x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-S MATT (K)	ERGOTEX SPINECARE-S MATTRESS (183x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-S MATT (Q)	ERGOTEX SPINECARE-S MATTRESS (152x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-S MATT (S)	ERGOTEX SPINECARE-S MATTRESS (91x190x35CM)	MATTRESS	UNIT
EG-SPINECARE-S MATT (SK)	ERGOTEX SPINECARE-S MATTRESS (200x200x35CM)	MATTRESS	UNIT
EG-SPINECARE-S MATT (SP)	ERGOTEX SPINECARE-S MATTRESS (SPECIAL SIZE) (BLANK)	MATTRESS	UNIT
EG-SPINECARE-S MATT (SS)	ERGOTEX SPINECARE-S MATTRESS (107x190x35CM)	MATTRESS	UNIT
GMS-B25(K)	GMS-B25 (183X190CM)	BEDFRAME	SET
GMS-B25(Q)	GMS-B25 (152X190CM)	BEDFRAME	SET
GMS-B25(S)	GMS-B25 (90X190CM)	BEDFRAME	SET
GMS-B25(SS)	GMS-B25 (107X190CM)	BEDFRAME	SET
GN-ALAMANDA (Q)	GOODNITE ALAMANDA (152x190CM)	MATTRESS	UNIT
GN-COLONIA 2.0 DPC (Q)	GOODNITE COLONIA 2.0 DPC (152x190CM)	MATTRESS	UNIT
GN-COLONIA 2.0 DPC (S)	GOODNITE COLONIA 2.0 DPC (90x190CM)	MATTRESS	UNIT
GN-DUOCARE CL PILLOW	GOODNITE DUOCARE CONTOUR LATEX PILLOW	ACC	UNIT
GN-DUOCARE CL PILLOW-DEMO	GOODNITE DUOCARE CONTOUR LATEX PILLOW-DEMO	ACC	UNIT
GN-DUOCARE NL PILLOW-DEMO	GOODNITE DUOCARE NATURAL LATEX PILLOW-DEMO	ACC	UNIT
GN-FINNACLE (Q)	GOODNITE FINNACLE (QUEEN)	MATTRESS	UNIT
GN-HOTEL SIGNATURE (Q)	GOODNITE HOTEL SIGNATURE (152x190CM)	MATTRESS	UNIT
GN--IN LOVE (QD)	GOODNITE IN LOVE (Q)	MATTRESS	UNIT
GN-PERFECT LOVE (K)	GOODNITE PERFECT LOVE (183x190CM)	MATTRESS	UNIT
GN-TENDER LOVE (KD)	GOODNITE TENDER LOVE (K)	MATTRESS	UNIT
GN-VM PILLOW-DEMO	GOODNITE VICTORIA MICROFIBER PILLOW-DEMO	ACC	UNIT
GT-BIOCARE DUVET (KD)	GETHA BIOCARE DUVET (K) DEMO	MATTRESS	UNIT
GT-COMPASS GREEN (KD)	GETHA COMPASS GREEN MATTRESS (K) DEMO	MATTRESS	UNIT
GT-HEADBROAD DIAMOND SQUARE-DM	GETHA DIAMOND SQUARE HIGH HEADBROAD WT B WING FABRIC BEIGE (180CM)-DEMO	BEDFRAME	SET
GT-TOGETHA BOX DIVAN-DEMO	GETHA TOGETHA 190CM BOX DIVAN (180X95CM) 2PCS-DEMO	BEDFRAME	SET
HB109M-CC	COOL SILK LATEX PILLOW COVER	ACC	UNIT
HB109NL	LATEX PILLOW	ACC	UNIT
HB208M-CC	COOL SILK LATEX NECK PILLOW COVER	ACC	UNIT
HB208NL	LATEX NECK PILLOW	ACC	UNIT
HB209M-CC	COOL SILK LATEX CONTOUR PILLOW COVER	ACC	UNIT
HB209NL	LATEX CONTOUR PILLOW	ACC	UNIT
HB211NL	LATEX NECK SUPPORT PILLOW	ACC	UNIT
HB709M-CC	COOL SILK BOLSTER COVER	ACC	UNIT
HB709NL	LATEX BOLSTER	ACC	UNIT
HL-BC-KOHANA 111	HINLIM BENCH KOHANA 111 (1.4M)	DINING	PCS
HL-BC-KOHANA 111 (1.0M)	HINLIM BENCH KOHANA 111 (1.0M)	DINING	PCS
HL-BC-LOFTUS 102/112 (1.1M)	HINLIM BENCH LOFTUS 102/112 (1.1M )	DINING	PCS
HL-CT-DOVER 109/113	HINLIM CONSOLE TABLE DOVER 109/113	DINING	PCS
HL-CT-LAMAR 109	HINLIM CONSOLE TABLE LAMAR 109	DINING	PCS
HL-CT-LOFTUS 102/112	HINLIM CONSOLE TABLE LOFTUS 102/112	DINING	PCS
HL-CT-LUDLOW 111	HINLIM CONSOLE TABLE LUDLOW 111	DINING	PCS
HL-DC BEVERLY 109/367	HINLIM DINING CHAIR BEVERLY 109/367	DINING	PCS
HL-DC TACY 109/520	HINLIM DINING CHAIR TACY 109/520	DINING	PCS
HL-DC-BEVERLY 109/520	HINLIM DINING CHAIR BEVERLY 109/520	DINING	PCS
HL-DC-HEATH 109/3720	HINLIM DINING CHAIR HEATH 109/3720	DINING	PCS
HL-DC-KAIRI 102/6184	HINLIM DINING CHAIR KAIRI 102/6184	DINING	PCS
HL-DC-LOTFI 109/113/6368	HINLIM DINING CHAIR LOTFI 109/113/6368	DINING	PCS
HL-DC-LOWEN 111	HINLIM DINING CHAIR LOWEN 111	DINING	PCS
HL-DC-LOWEN 111/3790	HINLIM DINING CHAIR LOWEN 111/3790	DINING	PCS
HL-DC-LOWEN 111/3791	HINLIM DINING CHAIR LOWEN 111/3791	DINING	PCS
HL-DC-REVA 102/3724	HINLIM DINING CHAIR REVA 102/3724	DINING	PCS
HL-DT KACEY 102 (900X1500)	HINLIM DINING TABLE KACEY 102 (900X1500)	DINING	PCS
HL-DT-GERALD 114/109 (900X1800	HINLIM DINING TABLE GERALD 114/109 (900X1800)	DINING	PCS
HL-DT-KIVA 111 (900X1800)	HINLIM DINING TABLE KIVA 111 (850X1600)	DINING	PCS
HL-DT-LOFTUS 102/112 (800X1500	HINLIM DINING TABLE LOFTUS 102/112 (800X1500)	DINING	PCS
HL-DT-LOFTUS 102/112 (900X1800	HINLIM DINING TABLE LOFTUS 102/112 (900X1800)	DINING	PCS
HL-DT-LONY 111 (750X1200 )	HINLIM DINING TABLE LONY 111 (750X1200)	DINING	PCS
HL-DT-OKARA 113 (DIA1200)	HINLIM DINING TABLE OKARA 113 (DIA1200)	DINING	PCS
HL-FT ROUND-TRIS 109/113	HINLIM ROUND COFFEE TABLE TRIS 109/113	DINING	PCS
HL-FT SQ-LUDLOW 111	HINLIM SQUARE COFFEE TABLE LUDLOW 111	DINING	PCS
HL-FT-DOVER 109/113	HINLIM COFFEE TABLE DOVER 109/113	DINING	PCS
HL-FT-LAMAR 109	HINLIM COFFEE TABLE LAMAR 109	DINING	PCS
HL-FT-LOFTUS 102/112	HINLIM COFFEE TABLE LOFTUS 102/112	DINING	PCS
HL-FT-LUDLOW 111	HINLIM COFFEE TABLE LUDLOW 111	DINING	PCS
HL-SB-DOVER 109/113 (1.8M)	HINLIM SIDE BOARD DOVER 109/113 (1.8M)	DINING	PCS
HL-SB-LOFTUS 102/112 (1.8M)	HINLIM SIDE BOARD LOFTUS 102/112 (1.8M)	DINING	PCS
HL-ST-DOVER  109/113	HINLIM SIDE TABLE DOVER 109/113	DINING	PCS
HL-ST-LUDLOW 111	HINLIM SIDE TABLE LUDLOW 111	DINING	PCS
HL-WK-DOVER 109/113	HINLIM WORKING DESK DOVER 109/113	DINING	PCS
HL-WK-LOFTUS 102/112	HINLIM WORKING DESK LOFTUS 102/112	DINING	PCS
HL-WK-LUDLOW 111	HINLIM WORKING DESK LUDLOW 111	DINING	PCS
HOK- DIVAN ONLY (SS)	HOK-DIVAN ONLY (SS) (107x190CM)	BEDFRAME	SET
HOK-1003 (A) (K)	HOK-HILTON (A) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-1003 (A) (Q)	HOK-HILTON (A) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-1003 (A) (S)	HOK-HILTON (A) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-1003 (A) (SK)	HOK-HILTON (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1003 (A) (SP)	HOK-HILTON (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1003 (A) (SS)	HOK-HILTON (A) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-1003 (A)(HF)(W) (K)	HOK-HILTON 2.0 (A)(F) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-1003 (A)(HF)(W) (Q)	HOK-HILTON 2.0 (A)(F) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-1003 (A)(HF)(W) (S)	HOK-HILTON 2.0 (A)(F) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-1003 (A)(HF)(W) (SK)	HOK-HILTON 2.0 (A)(F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1003 (A)(HF)(W) (SP)	HOK-HILTON 2.0 (A)(F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1003 (A)(HF)(W) (SS)	HOK-HILTON 2.0 (A)(F) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-1005 (K)	HOK-FENRIR B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1005 (Q)	HOK-FENRIR B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1005 (S)	HOK-FENRIR B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1005 (SK)	HOK-FENRIR B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1005 (SP)	HOK-FENRIR B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1005 (SS)	HOK-FENRIR B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1007 (HF)(W) (K)	HOK-CODY 2.0 (F) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-1007 (HF)(W) (Q)	HOK-CODY 2.0 (F) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-1007 (HF)(W) (S)	HOK-CODY 2.0 (F) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-1007 (HF)(W) (SK)	HOK-CODY 2.0 (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1007 (HF)(W) (SP)	HOK-CODY 2.0 (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1007 (HF)(W) (SS)	HOK-CODY 2.0 (F) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
HOK-1007 (K)	HOK-CODY B/FRAME(K) (183X190CM)	BEDFRAME	SET
HOK-1007 (Q)	HOK-CODY B/FRAME(Q) (152X190CM)	BEDFRAME	SET
HOK-1007 (S)	HOK-CODY B/FRAME(S) (90X190CM)	BEDFRAME	SET
HOK-1007 (SK)	HOK-CODY B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1007 (SP)	HOK-CODY B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1007 (SS)	HOK-CODY B/FRAME(SS) (107X190CM)	BEDFRAME	SET
HOK-1009 (A) (K)	HOK-VALKYRIE (A) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-1009 (A) (Q)	HOK-VALKYRIE (A) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-1009 (A) (S)	HOK-VALKYRIE (A) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-1009 (A) (SK)	HOK-VALKYRIE (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1009 (A) (SP)	HOK-VALKYRIE (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1009 (A) (SS)	HOK-VALKYRIE (A) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-1013 (K)	HOK-JAGER B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1013 (Q)	HOK-JAGER B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1013 (S)	HOK-JAGER B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1013 (SK)	HOK-JAGER B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1013 (SP)	HOK-JAGER B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1013 (SS)	HOK-JAGER B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1019 (A) (HF)(W) (K)	HOK-ARIZONA 2.0 (A) (F) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1019 (A) (HF)(W) (Q)	HOK-ARIZONA 2.0 (A) (F) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1019 (A) (HF)(W) (S)	HOK-ARIZONA 2.0 (A) (F) B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1019 (A) (HF)(W) (SK)	HOK-ARIZONA 2.0 (A) (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1019 (A) (HF)(W) (SP)	HOK-ARIZONA 2.0 (A) (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1019 (A) (HF)(W) (SS)	HOK-ARIZONA 2.0 (A) (F) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1019 (K)	HOK-ARIZONA (A) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1019 (Q)	HOK-ARIZONA (A) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1019 (S)	HOK-ARIZONA (A) B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1019 (SK)	HOK-ARIZONA (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1019 (SP)	HOK-ARIZONA (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1019 (SS)	HOK-ARIZONA (A) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1023 (HF)(W) (K)	HOK-COTY 2.0 (F) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1023 (HF)(W) (Q)	HOK-COTY 2.0 (F) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1023 (HF)(W) (S)	HOK-COTY 2.0 (F) B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1023 (HF)(W) (SK)	HOK-COTY 2.0 (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1023 (HF)(W) (SP)	HOK-COTY 2.0 (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1023 (HF)(W) (SS)	HOK-COTY 2.0 (F) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1023 (K)	HOK-COTY B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1023 (Q)	HOK-COTY B/FRAME (Q) (152x190CM)	BEDFRAME	SET
