ac_code,erp_code,status,category,supplier
DL-BACK SUPPORTER 100 (K),DUNLOPILLO OTHOREST BACK SUPPORTER 100 MATT (K),NEW,MATTRESS,400-D001
DL-BACK SUPPORTER 100 (Q),DUNLOPILLO OTHOREST BACK SUPPORTER 100 MATT (Q),NEW,MATTRESS,400-D001
DL-BACK SUPPORTER 100 (S),DUNLOPILLO OTHOREST BACK SUPPORTER 100 MATT (S),NEW,MATTRESS,400-D001
DL-BACK SUPPORTER 100 (SS),DUNLOPILLO OTHOREST BACK SUPPORTER 100 MATT (SS),NEW,MATTRESS,400-D001
DL-BIOKINETIC SUPPORTER 100(K),DUNLOPILLO OTHOREST BIOKINETIC SUPPORTER 100 MATT (K),NEW,MATTRESS,400-D001
DL-BIOKINETIC SUPPORTER 100(Q),DUNLOPILLO OTHOREST BIOKINETIC SUPPORTER 100 MATT (Q),NEW,MATTRESS,400-D001
DL-CLASSIC PEARL (K),DUNLOPILLO CLASSIC PEARL MATT (K),EXISTS,MATTRESS,400-D001
DL-CLASSIC PEARL (Q),DUNLOPILLO CLASSIC PEARL MATT (Q),EXISTS,MATTRESS,400-D001
DL-CLASSIC RUBY (K),DUNLOPILLO CLASSIC RUBY MATT (K),EXISTS,MATTRESS,400-D001
DL-CLASSIC RUBY (Q),DUNLOPILLO CLASSIC RUBY MATT (Q),EXISTS,MATTRESS,400-D001
DL-CLASSIC RUBY (SS),DUNLOPILLO CLASSIC RUBY MATT (SS),EXISTS,MATTRESS,400-D001
DL-CS2 ARCTIC DREAM (S),DUNLOPILLO COOLSILK 2.0 ARCTIC DREAM MATT (S),NEW,MATTRESS,400-D001
DL-CS2 ARCTIC DREAM (SS),DUNLOPILLO COOLSILK 2.0 ARCTIC DREAM MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 COOL EXTRA FIRM (S),DUNLOPILLO CS2 COOL EXTRA FIRM MATT (S),EXISTS,MATTRESS,400-D001
DL-CS2 COOL FRESH (K),DUNLOPILLO CS2 COOL FRESH MATT (K),EXISTS,MATTRESS,400-D001
DL-CS2 COOL FRESH (Q),DUNLOPILLO CS2 COOL FRESH MATT (Q),EXISTS,MATTRESS,400-D001
DL-CS2 COOL FRESH (S),DUNLOPILLO CS2 COOL FRESH MATT (S),EXISTS,MATTRESS,400-D001
DL-CS2 COOL FRESH (SS),DUNLOPILLO CS2 COOL FRESH MATT (SS),EXISTS,MATTRESS,400-D001
DL-CS2 COOL LUXE (K),DUNLOPILLO COOLSILK 2.0 COOL LUXE MATT (K),NEW,MATTRESS,400-D001
DL-CS2 COOL LUXE (Q),DUNLOPILLO COOLSILK 2.0 COOL LUXE MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 COOL LUXE (S),DUNLOPILLO COOLSILK 2.0 COOL LUXE MATT (S),NEW,MATTRESS,400-D001
DL-CS2 COOL LUXE (SS),DUNLOPILLO COOLSILK 2.0 COOL LUXE MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 ELEGANCE SUITE (K),DUNLOPILLO COOLSILK 2.0 ELEGANCE SUITE MATT (K),NEW,MATTRESS,400-D001
DL-CS2 ELEGANCE SUITE (Q),DUNLOPILLO COOLSILK 2.0 ELEGANCE SUITE MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 ELEGANCE SUITE (S),DUNLOPILLO COOLSILK 2.0 ELEGANCE SUITE MATT (S),NEW,MATTRESS,400-D001
DL-CS2 ELEGANCE SUITE (SK),DUNLOPILLO COOLSILK 2.0 ELEGANCE SUITE MATT (SK),NEW,MATTRESS,400-D001
DL-CS2 ELEGANCE SUITE (SP),DUNLOPILLO COOLSILK 2.0 ELEGANCE SUITE MATT (SP),NEW,MATTRESS,400-D001
DL-CS2 ELEGANCE SUITE (SS),DUNLOPILLO COOLSILK 2.0 ELEGANCE SUITE MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 GLACIAL COMFORT (S),DUNLOPILLO CS2 GLACIAL COMFORT MATT (S),EXISTS,MATTRESS,400-D001
DL-CS2 HEAVENLY SLEEP (K),DUNLOPILLO COOLSILK 2.0 HEAVENLY SLEEP MATT (K),NEW,MATTRESS,400-D001
DL-CS2 HEAVENLY SLEEP (Q),DUNLOPILLO COOLSILK 2.0 HEAVENLY SLEEP MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 HEAVENLY SLEEP (S),DUNLOPILLO COOLSILK 2.0 HEAVENLY SLEEP MATT (S),NEW,MATTRESS,400-D001
DL-CS2 HEAVENLY SLEEP (SS),DUNLOPILLO COOLSILK 2.0 HEAVENLY SLEEP MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 HOLIDAY CHILL (K),DUNLOPILLO COOLSILK 2.0 HOLIDAY CHILL MATT (K),NEW,MATTRESS,400-D001
DL-CS2 HOLIDAY CHILL (Q),DUNLOPILLO COOLSILK 2.0 HOLIDAY CHILL MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 HOLIDAY CHILL (S),DUNLOPILLO COOLSILK 2.0 HOLIDAY CHILL MATT (S),NEW,MATTRESS,400-D001
DL-CS2 HOLIDAY CHILL (SS),DUNLOPILLO COOLSILK 2.0 HOLIDAY CHILL MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 NANO BREEZE (S),DUNLOPILLO COOLSILK 2.0 NANO BREEZE MATT (S),NEW,MATTRESS,400-D001
DL-CS2 NANO BREEZE (SS),DUNLOPILLO COOLSILK 2.0 NANO BREEZE MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 NN-G T.CTNT (K),DUNLOPILLO COOLSILK 2.0 NANO-G THE CONTINENTAL MATT (K),NEW,MATTRESS,400-D001
DL-CS2 NN-G T.CTNT (SK),DUNLOPILLO COOLSILK 2.0 NANO-G THE CONTINENTAL MATT (SK),NEW,MATTRESS,400-D001
DL-CS2 NN-WINTER FLOW MATT(SK),DUNLOPILLO COOLSILK 2.0 NANO-G WINTER FLOW MATT (SK),NEW,MATTRESS,400-D001
DL-CS2 PARADISE DREAMS (K),DUNLOPILLO COOLSILK 2.0 PARADISE DREAMS MATT (K),NEW,MATTRESS,400-D001
DL-CS2 PARADISE DREAMS (Q),DUNLOPILLO COOLSILK 2.0 PARADISE DREAMS MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 PARADISE DREAMS (S),DUNLOPILLO COOLSILK 2.0 PARADISE DREAMS MATT (S),NEW,MATTRESS,400-D001
DL-CS2 PARADISE DREAMS (SS),DUNLOPILLO COOLSILK 2.0 PARADISE DREAMS MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 PERFECT DREAMS (K),DUNLOPILLO CS2 PERFECT DREAMS MATT (K),EXISTS,MATTRESS,400-D001
DL-CS2 PERFECT DREAMS (Q),DUNLOPILLO CS2 PERFECT DREAMS MATT (Q),EXISTS,MATTRESS,400-D001
DL-CS2 PERFECT DREAMS (S),DUNLOPILLO CS2 PERFECT DREAMS MATT (S),EXISTS,MATTRESS,400-D001
DL-CS2 PERFECT DREAMS (SS),DUNLOPILLO CS2 PERFECT DREAMS MATT (SS),EXISTS,MATTRESS,400-D001
DL-CS2 PURE BREEZE (K),DUNLOPILLO COOLSILK 2.0 PURE BREEZE MATT (K),NEW,MATTRESS,400-D001
DL-CS2 PURE BREEZE (Q),DUNLOPILLO COOLSILK 2.0 PURE BREEZE MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 PURE BREEZE (S),DUNLOPILLO COOLSILK 2.0 PURE BREEZE MATT (S),NEW,MATTRESS,400-D001
DL-CS2 PURE BREEZE (SS),DUNLOPILLO COOLSILK 2.0 PURE BREEZE MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 RITZ LUXURY (K),DUNLOPILLO COOLSILK 2.0 RITZ LUXURY MATT (K),NEW,MATTRESS,400-D001
DL-CS2 RITZ LUXURY (Q),DUNLOPILLO COOLSILK 2.0 RITZ LUXURY MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 RITZ LUXURY (S),DUNLOPILLO COOLSILK 2.0 RITZ LUXURY MATT (S),NEW,MATTRESS,400-D001
DL-CS2 RITZ LUXURY (SS),DUNLOPILLO COOLSILK 2.0 RITZ LUXURY MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 VISCO BLISS (K),DUNLOPILLO COOLSILK 2.0 VISCO BLISS MATT (K),NEW,MATTRESS,400-D001
DL-CS2 VISCO BLISS (Q),DUNLOPILLO COOLSILK 2.0 VISCO BLISS MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 VISCO BLISS (S),DUNLOPILLO COOLSILK 2.0 VISCO BLISS MATT (S),NEW,MATTRESS,400-D001
DL-CS2 VISCO BLISS (SS),DUNLOPILLO COOLSILK 2.0 VISCO BLISS MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 VISCO COMFORT (K),DUNLOPILLO COOLSILK 2.0 VISCO COMFORT MATT (K),NEW,MATTRESS,400-D001
DL-CS2 VISCO COMFORT (Q),DUNLOPILLO COOLSILK 2.0 VISCO COMFORT MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 VISCO COMFORT (S),DUNLOPILLO COOLSILK 2.0 VISCO COMFORT MATT (S),NEW,MATTRESS,400-D001
DL-CS2 VISCO COMFORT (SS),DUNLOPILLO COOLSILK 2.0 VISCO COMFORT MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 VISCO DREAM (K),DUNLOPILLO COOLSILK 2.0 VISCO DREAM MATT (K),NEW,MATTRESS,400-D001
DL-CS2 VISCO DREAM (Q),DUNLOPILLO COOLSILK 2.0 VISCO DREAM MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 VISCO DREAM (S),DUNLOPILLO COOLSILK 2.0 VISCO DREAM MATT (S),NEW,MATTRESS,400-D001
DL-CS2 VISCO DREAM (SS),DUNLOPILLO COOLSILK 2.0 VISCO DREAM MATT (SS),NEW,MATTRESS,400-D001
DL-CS2 VISCO NIGHT (K),DUNLOPILLO COOLSILK 2.0 VISCO NIGHT MATT (K),NEW,MATTRESS,400-D001
DL-CS2 VISCO NIGHT (Q),DUNLOPILLO COOLSILK 2.0 VISCO NIGHT MATT (Q),NEW,MATTRESS,400-D001
DL-CS2 VISCO NIGHT (S),DUNLOPILLO COOLSILK 2.0 VISCO NIGHT MATT (S),NEW,MATTRESS,400-D001
DL-CS2 VISCO NIGHT (SS),DUNLOPILLO COOLSILK 2.0 VISCO NIGHT MATT (SS),NEW,MATTRESS,400-D001
DL-D.ESCAPADE(K),DUNLOPILLO DS ESCAPADE MATT MATT (K),NEW,MATTRESS,400-D001
DL-D.ESCAPADE(Q),DUNLOPILLO DS ESCAPADE MATT MATT (Q),NEW,MATTRESS,400-D001
DL-D.ESCAPADE(SS),DUNLOPILLO DS ESCAPADE MATT MATT (SS),NEW,MATTRESS,400-D001
DL-D.RELAXATION (K),DUNLOPILLO DS RELAXATION MATT MATT (K),NEW,MATTRESS,400-D001
DL-D.RELAXATION(Q),DUNLOPILLO DS RELAXATION MATT MATT (Q),NEW,MATTRESS,400-D001
DL-D.ULTIMATE SANTUARY (K),DUNLOPILLO DS ULTIMATE SANCTUARY MATT MATT (K),NEW,MATTRESS,400-D001
DL-D.ULTIMATE SANTUARY (Q),DUNLOPILLO DS ULTIMATE SANCTUARY MATT MATT (Q),NEW,MATTRESS,400-D001
DL-DEEP SLEEP (SP),DUNLOPILLO DEEP SLEEP MATT (SP),EXISTS,MATTRESS,400-D001
DL-DESTRESS LEISURE (K),DUNLOPILLO DESTRESS LEISURE MATT (K),EXISTS,MATTRESS,400-D001
DL-DESTRESS LEISURE (Q),DUNLOPILLO DESTRESS LEISURE MATT (Q),EXISTS,MATTRESS,400-D001
DL-DR SLEEP(K),DUNLOPILLO NB DR.SLEEP MATT (K),NEW,MATTRESS,400-D001
DL-DR SLEEP(Q),DUNLOPILLO NB DR.SLEEP MATT (Q),NEW,MATTRESS,400-D001
DL-DR SLEEP(SS),DUNLOPILLO DR SLEEP MATT (SS),EXISTS,MATTRESS,400-D001
DL-DUN CLS PALACE COMFORT (Q),DUNLOPILLO DUN CLASSIC PALACE COMFORT MATT (Q),NEW,MATTRESS,400-D001
DL-FIRMMEST LUXE 2.0 (K),DUNLOPILLO ROYALE FIRMMEST LUXE 2.0 MATT (K),NEW,MATTRESS,400-D001
DL-FIRMMEST LUXE 2.0 (Q),DUNLOPILLO ROYALE FIRMMEST LUXE 2.0 MATT (Q),NEW,MATTRESS,400-D001
DL-GENERASI (K),"DUNLOPILLO GENERASI 5"" MATT (K)",NEW,MATTRESS,400-D001
DL-GENERASI (S),"DUNLOPILLO GENERASI 5"" MATT (S)",NEW,MATTRESS,400-D001
DL-GENERASI (SS),"DUNLOPILLO GENERASI 5"" MATT (SS)",NEW,MATTRESS,400-D001
DL-GENERASI 3.0 20CM (K),DUNLOPILLO OTHOREST GENERASI 3.0 MATT (K),NEW,MATTRESS,400-D001
DL-GENERASI 3.0 20CM (Q),DUNLOPILLO OTHOREST GENERASI 3.0 MATT (Q),NEW,MATTRESS,400-D001
DL-GENERASI 3.0 20CM (S),DUNLOPILLO OTHOREST GENERASI 3.0 MATT (S),NEW,MATTRESS,400-D001
DL-GENERASI 3.0 20CM (SS),DUNLOPILLO OTHOREST GENERASI 3.0 MATT (SS),NEW,MATTRESS,400-D001
DL-GN + TCL FD MATT (S),DUNLOPILLO GENERASI PLUS TENCEL- 3 FOLD MATT MATT (S),NEW,MATTRESS,400-D001
DL-ORT RELAX BED LITE MATT(S),DUNLOPILLO OTHOREST RELAX BED LITE MATT (S),NEW,MATTRESS,400-D001
DL-ORT RELAX BED LITE MATT(SS),DUNLOPILLO OTHOREST RELAX BED LITE MATT (SS),NEW,MATTRESS,400-D001
DL-ORTHO RELAX SLEEP BED (S),DUNLOPILLO ORTHO RELAX SLEEP BED MATT (S),EXISTS,MATTRESS,400-D001
DL-OTR AQUA DREAM (K),DUNLOPILLO OTHOREST AQUA DREAM MATT (K),NEW,MATTRESS,400-D001
DL-OTR AQUA DREAM (Q),DUNLOPILLO OTHOREST AQUA DREAM MATT (Q),NEW,MATTRESS,400-D001
DL-PERFECT POSTURE (K),DUNLOPILLO PERFECT POSTURE MATT (K),EXISTS,MATTRESS,400-D001
DL-PERFECT POSTURE (Q),DUNLOPILLO PERFECT POSTURE MATT (Q),EXISTS,MATTRESS,400-D001
DL-RELAX SLEEP LUXURY (K),DUNLOPILLO RELAX SLEEP LUXURTY MATT (K),NEW,MATTRESS,400-D001
DL-RELAX SLEEP LUXURY (Q),DUNLOPILLO RELAX SLEEP LUXURTY MATT (Q),NEW,MATTRESS,400-D001
DL-RELAX SLEEP LUXURY (S),DUNLOPILLO RELAX SLEEP LUXURT MATT (S),NEW,MATTRESS,400-D001
DL-RELAX SLEEP LUXURY (SS),DUNLOPILLO RELAX SLEEP LUXURT MATT (SS),NEW,MATTRESS,400-D001
DL-ROY IMP DUCHESS (K),DUNLOPILLO ROYAL IMP DUCHESS MAT MATT (K),NEW,MATTRESS,400-D001
DL-ROY IMP DUCHESS (Q),DUNLOPILLO ROYAL IMP DUCHESS MAT MATT (Q),NEW,MATTRESS,400-D001
DL-ROYAL EXECUTIVE LUXE 2.0(K),DUNLOPILLO ROY EXECUTIVE LUXE 2.0 MATT (K),NEW,MATTRESS,400-D001
DL-ROYAL EXECUTIVE LUXE 2.0(Q),DUNLOPILLO ROY EXECUTIVE LUXE 2.0 MATT (Q),NEW,MATTRESS,400-D001
DL-ROYAL EXECUTIVE LUXE2.0(SK),DUNLOPILLO ROY EXECUTIVE LUXE 2.0 MATT (SK),NEW,MATTRESS,400-D001
DL-ROYAL FIRMTOURCH (Q),DUNLOPILLO ROYAL FIRMTOURCH MATT (Q),EXISTS,MATTRESS,400-D001
DL-ROYAL IMPERIAL (K),DUNLOPILLO ROYAL IMPERIAL MATT (K),EXISTS,MATTRESS,400-D001
DL-ROYAL IMPERIAL (Q),DUNLOPILLO ROYAL IMPERIAL MATT (Q),EXISTS,MATTRESS,400-D001
DL-SENSATION 2.0 (K),DUNLOPILLO OTHOREST BIOKINETIC SENSATION 2.0 MATT (K),NEW,MATTRESS,400-D001
DL-SENSATION 2.0 (S),DUNLOPILLO OTHOREST BIOKINETIC SENSATION 2.0 MATT (S),NEW,MATTRESS,400-D001
DL-SENSATION 2.0 (SK),DUNLOPILLO OTHOREST BIOKINETIC SENSATION 2.0 MATT (SK),NEW,MATTRESS,400-D001
DL-SENSATION 2.0(Q),DUNLOPILLO OTHOREST BIOKINETIC SENSATION 2.0 MATT (Q),NEW,MATTRESS,400-D001
DL-SENSATION 2.0(SS),DUNLOPILLO OTHOREST BIOKINETIC SENSATION 2.0 MATT (SS),NEW,MATTRESS,400-D001
DL-SIGTWG PINNACLE (K),DUNLOPILLO SIG TWG PINNACLE MATT (K),NEW,MATTRESS,400-D001
DL-SIGTWG PINNACLE (Q),DUNLOPILLO SIG TWG PINNACLE MATT (Q),NEW,MATTRESS,400-D001
DL-SILVERPRO ORTHO RELAXER (Q),DUNLOPILLO OTHOREST SILVERPRO ORTHO RELAXER MATT (Q),NEW,MATTRESS,400-D001
DL-TENCEL DREAM (K),DUNLOPILLO TENCEL DREAM MATT (K),EXISTS,MATTRESS,400-D001
DL-TENCEL DREAM (Q),DUNLOPILLO TENCEL DREAM MATT (Q),EXISTS,MATTRESS,400-D001
DL-TENCEL DREAM (S),DUNLOPILLO TENCEL DREAM MATT (S),EXISTS,MATTRESS,400-D001
DL-TENCEL DREAM (SK),DUNLOPILLO TENCEL DREAM MATT (SK),EXISTS,MATTRESS,400-D001
DL-TENCEL DREAM (SS),DUNLOPILLO TENCEL DREAM MATT (SS),EXISTS,MATTRESS,400-D001
DL-TENCEL SENSACTION 2.0 (K),DUNLOPILLO ORT TENCEL SENSACTION 2.0 MATT (K),NEW,MATTRESS,400-D001
DL-TENCEL SENSACTION 2.0 (Q),DUNLOPILLO ORT TENCEL SENSACTION 2.0 MATT (Q),NEW,MATTRESS,400-D001
EG-CLOUDREST MATT (SP),ERGOTEX CLOUDREST (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-ECOZONE-C MATT (SP),ERGOTEX ECOZONE-C (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-ECOZONE-S MATT (SP),ERGOTEX ECOZONE-S (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-ERGOLITE MATT (SP),ERGOTEX ERGOLITE (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-FLEXICARE-C MATT (SP),ERGOTEX FLEXICARE-C (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-FLEXICARE-S MATT (SP),ERGOTEX FLEXICARE-S (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-FLEXMOTION-C MATT (SP),ERGOTEX FLEXMOTION-C (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-FLEXMOTION-S MATT (SP),ERGOTEX FLEXMOTION-S (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-PUREZONE-C MATT (SP),ERGOTEX PUREZONE-C (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-PUREZONE-S MATT (SP),ERGOTEX PUREZONE-S (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-SPINECARE-C MATT (SP),ERGOTEX SPINECARE-C (BLANK) MATT (SP),NEW,MATTRESS,400-N004
EG-SPINECARE-S MATT (SP),ERGOTEX SPINECARE-S (BLANK) MATT (SP),NEW,MATTRESS,400-N004
GN-ALAMANDA (Q),GOODNITE ALAMANDA MATT (Q),NEW,MATTRESS,400-G002
GN-COLONIA 2.0 DPC (Q),GOODNITE COLONIA 2.0 DPC MATT (Q),NEW,MATTRESS,400-G002
GN-COLONIA 2.0 DPC (S),GOODNITE COLONIA 2.0 DPC MATT (S),NEW,MATTRESS,400-G002
GN-FINNACLE (Q),GOODNITE FINNACLE MATT (Q),NEW,MATTRESS,400-G002
GN-HOTEL SIGNATURE (Q),GOODNITE HOTEL SIGNATURE MATT (Q),NEW,MATTRESS,400-G002
GN-PERFECT LOVE (K),GOODNITE PERFECT LOVE MATT (K),NEW,MATTRESS,400-G002
MYLATEX AURORA (K),AURORA MATT (K),NEW,MATTRESS,400-A001
MYLATEX AURORA (Q),AURORA MATT (Q),NEW,MATTRESS,400-A001
MYLATEX AURORA (S),AURORA MATT (S),NEW,MATTRESS,400-A001
MYLATEX AURORA (SK),AURORA MATT (SK),NEW,MATTRESS,400-A001
MYLATEX AURORA (SP),AURORA MATT (SP),NEW,MATTRESS,400-A001
MYLATEX AURORA (SS),AURORA MATT (SS),NEW,MATTRESS,400-A001
MYLATEX BACKSHIRE (K),BACKSHIRE MATT (K),NEW,MATTRESS,400-A001
MYLATEX BACKSHIRE (Q),BACKSHIRE MATT (Q),NEW,MATTRESS,400-A001
MYLATEX BACKSHIRE (S),BACKSHIRE MATT (S),NEW,MATTRESS,400-A001
MYLATEX BACKSHIRE (SK),BACKSHIRE MATT (SK),NEW,MATTRESS,400-A001
MYLATEX BACKSHIRE (SS),BACKSHIRE MATT (SS),NEW,MATTRESS,400-A001
MYLATEX BACKTON (K),BACKTON MATT (K),NEW,MATTRESS,400-A001
MYLATEX BACKTON (Q),BACKTON MATT (Q),NEW,MATTRESS,400-A001
MYLATEX BACKTON (S),BACKTON MATT (S),NEW,MATTRESS,400-A001
MYLATEX BACKTON (SK),BACKTON MATT (SK),NEW,MATTRESS,400-A001
MYLATEX BACKTON (SS),BACKTON MATT (SS),NEW,MATTRESS,400-A001
MYLATEX CELESTIA (K),CELESTIA MATT (K),NEW,MATTRESS,400-A001
MYLATEX CELESTIA (Q),CELESTIA MATT (Q),NEW,MATTRESS,400-A001
MYLATEX CELESTIA (S),CELESTIA MATT (S),NEW,MATTRESS,400-A001
MYLATEX CELESTIA (SK),CELESTIA MATT (SK),NEW,MATTRESS,400-A001
MYLATEX CELESTIA (SS),CELESTIA MATT (SS),NEW,MATTRESS,400-A001
MYLATEX CRESTLAKE (K),CRESTLAKE MATT (K),NEW,MATTRESS,400-A001
MYLATEX CRESTLAKE (Q),CRESTLAKE MATT (Q),NEW,MATTRESS,400-A001
MYLATEX CRESTLAKE (S),CRESTLAKE MATT (S),NEW,MATTRESS,400-A001
MYLATEX CRESTLAKE (SK),CRESTLAKE MATT (SK),NEW,MATTRESS,400-A001
MYLATEX CRESTLAKE (SS),CRESTLAKE MATT (SS),NEW,MATTRESS,400-A001
MYLATEX LUMBARIA (K),LUMBARIA MATT (K),NEW,MATTRESS,400-A001
MYLATEX LUMBARIA (Q),LUMBARIA MATT (Q),NEW,MATTRESS,400-A001
MYLATEX LUMBARIA (S),LUMBARIA MATT (S),NEW,MATTRESS,400-A001
MYLATEX LUMBARIA (SK),LUMBARIA MATT (SK),NEW,MATTRESS,400-A001
MYLATEX LUMBARIA (SS),LUMBARIA MATT (SS),NEW,MATTRESS,400-A001
MYLATEX VELVETON (K),VELVETON MATT (K),NEW,MATTRESS,400-A001
MYLATEX VELVETON (Q),VELVETON MATT (Q),NEW,MATTRESS,400-A001
MYLATEX VELVETON (S),VELVETON MATT (S),NEW,MATTRESS,400-A001
MYLATEX VELVETON (SK),VELVETON MATT (SK),NEW,MATTRESS,400-A001
MYLATEX VELVETON (SS),VELVETON MATT (SS),NEW,MATTRESS,400-A001
DISPOSE,DISPOSE,NEW,SERVICE,
MYLATEX-FOOTREST,FOOTREST,NEW,ACCESSORY,
STORAGE,STORAGE,NEW,SERVICE,
AMN-LONG PILLOW,LONG PILLOW,NEW,ACCESSORY,400-A004
AMN-SF9015 SOFA,9015-1S,NEW,SOFA,400-A004
AMN-SF9021 SOFA,9021-1S,NEW,SOFA,400-A004
AMN-SF9025 SOFA,9025-1S,NEW,SOFA,400-A004
AMN-SF9027 SOFA,9027-1S,NEW,SOFA,400-A004
AMN-SF9028 SOFA,9028-1S,EXISTS,SOFA,400-A004
AMN-SF9030 SOFA,9030-1S,NEW,SOFA,400-A004
AMN-SF9033 SOFA,9033-1S,NEW,SOFA,400-A004
AMN-SF9036 SOFA,9036-1S,NEW,SOFA,400-A004
AMN-SF9050 SOFA,9050-1S,EXISTS,SOFA,400-A004
AMN-SF9058 SOFA,9058-1S,EXISTS,SOFA,400-A004
AMN-SGABELLO,SGABELLO,NEW,ACCESSORY,400-A004
AMN-SQUARE PILLOW,SQUARE PILLOW,NEW,ACCESSORY,400-A004
DSL-8021 SOFA,8021-1S,NEW,SOFA,400-D004
DSL-8030 SOFA,8030-1S,EXISTS,SOFA,400-D004
DSL-8038 SOFA,8038-1S,EXISTS,SOFA,400-D004
DSL-8039 SOFA,8039-1S,NEW,SOFA,400-D004
DSL-8050 SOFA,8050-1S,EXISTS,SOFA,400-D004
DSL-8051 SOFA,8051-1S,EXISTS,SOFA,400-D004
DSL-8058 SOFA,8058-1S,NEW,SOFA,400-D004
DSL-8060 SOFA,8060-1S,EXISTS,SOFA,400-D004
DSL-8069 SOFA,8069-1S,EXISTS,SOFA,400-D004
DSL-8501 SOFA,8501-1S,NEW,SOFA,400-D004
DSL-9028 SOFA,9028-1S,EXISTS,SOFA,400-D004
DSL-9058 SOFA,9058-1S,EXISTS,SOFA,400-D004
DSL-LONG PILLOW,LONG PILLOW,NEW,ACCESSORY,400-D004
DSL-SQUARE PILLOW,SQUARE PILLOW,NEW,ACCESSORY,400-D004
DSL-STOOL 1,STOOL 1,NEW,ACCESSORY,400-D004
HOK-5530 SOFA,5530-1S,NEW,SOFA,400-O002
HOK-5531 SOFA,5531-1S,NEW,SOFA,400-O002
HOK-5535 SOFA,5535-1S,EXISTS,SOFA,400-O002
HOK-5536 SOFA,5536-1S,NEW,SOFA,400-O002
HOK-5537 SOFA,5537-1S,NEW,SOFA,400-O002
HOK-5540 SOFA,5540-1S,NEW,SOFA,400-O002
HOK-5543 HEADREST,5543 HEADREST,NEW,ACCESSORY,400-O002
HOK-5543 LONG PILLOW,5543 LONG PILLOW,NEW,ACCESSORY,400-O002
HOK-5543 SOFA,5543-1S,EXISTS,SOFA,400-O002
HOK-LONG PILLOW,LONG PILLOW,NEW,ACCESSORY,400-O002
HOK-SQUARE PILLOW,SQUARE PILLOW,NEW,ACCESSORY,400-O002
HOK-STOOL,STOOL,NEW,ACCESSORY,400-O002
LV-3068 BOLSTER,3068 BOLSTER,NEW,ACCESSORY,400-L002
LV-3068 SOFA,3068-1S,NEW,SOFA,400-L002
MDS-SOFA,SOFA-1S,NEW,SOFA,400-G004
RDS-5152 SOFA,5152-1S,NEW,SOFA,400-R001
RDS-5526 CONSOLE,5526 CONSOLE,NEW,ACCESSORY,400-R001
RDS-5527 SOFA,5527-1S,NEW,SOFA,400-R001
RDS-558 HEADREST,558 HEADREST,NEW,ACCESSORY,400-R001
RDS-558 SOFA,558-1S,NEW,SOFA,400-R001
RDS-70153 SOFA,70153-1S,NEW,SOFA,400-R001
RDS-808 SOFA,808-1S,NEW,SOFA,400-R001
RDS-810 BOLSTER,810 BOLSTER,NEW,ACCESSORY,400-R001
RDS-810 SOFA,810-1S,NEW,SOFA,400-R001
RDS-8133 SOFA,8133-1S,NEW,SOFA,400-R001
RDS-822 SOFA,822-1S,NEW,SOFA,400-R001
RDS-822 SQUARE PILLOW,822 SQUARE PILLOW,NEW,ACCESSORY,400-R001
RDS-823 HEADREST,823 HEADREST,NEW,ACCESSORY,400-R001
RDS-823 LONG PILLOW,823 LONG PILLOW,NEW,ACCESSORY,400-R001
RDS-823 SOFA,823-1S,NEW,SOFA,400-R001
RDS-HEADREST,HEADREST,NEW,ACCESSORY,400-R001
RDS-HORSEROPE BOLSTER,HORSEROPE BOLSTER,NEW,ACCESSORY,400-R001
RDS-LONG PILLOW,LONG PILLOW,NEW,ACCESSORY,400-R001
RDS-R819 SOFA,R819-1S,NEW,SOFA,400-R001
